"","flybasecg","flybase","pass.min.cells","is.mito","chr","start","end","strand","transcript.length"
"CG32797","CG32797","FBgn0052797",TRUE,FALSE,"X",2424925,2425855,"-",931
"gt","CG7952","FBgn0001150",TRUE,FALSE,"X",2427113,2428967,"-",1855
"tko","CG7925","FBgn0003714",TRUE,FALSE,"X",2442313,2443976,"-",1664
"boi","CG32796","FBgn0040388",TRUE,FALSE,"X",2444167,2470043,"-",25877
"z","CG7803","FBgn0004050",TRUE,FALSE,"X",2447769,2450550,"+",2782
"trol","CG33950","FBgn0284408",TRUE,FALSE,"X",2470460,2545427,"-",74968
"mir-4955","CR43516","FBgn0263531",FALSE,FALSE,"X",2544740,2544908,"-",169
"Pdfr","CG13758","FBgn0260753",TRUE,FALSE,"X",2552206,2578640,"+",26435
"Vha36-3","CG8310","FBgn0040377",TRUE,FALSE,"X",2579091,2580560,"-",1470
"AANATL7","CG13759","FBgn0040376",TRUE,FALSE,"X",2580958,2583823,"+",2866
"CG13760","CG13760","FBgn0040375",TRUE,FALSE,"X",2583745,2585699,"-",1955
"wds","CG17437","FBgn0040066",TRUE,FALSE,"X",2585980,2588217,"+",2238
"egh","CG9659","FBgn0001404",TRUE,FALSE,"X",2588503,2599111,"+",10609
"Klp3A","CG8590","FBgn0011606",TRUE,FALSE,"X",2599158,2604052,"-",4895
"Zw10","CG9900","FBgn0004643",TRUE,FALSE,"X",2604197,2606824,"+",2628
"Smyd3","CG13761","FBgn0011566",TRUE,FALSE,"X",2606680,2608876,"-",2197
"eIF3g1","CG8636","FBgn0029629",TRUE,FALSE,"X",2609247,2610336,"-",1090
"Tsp3A","CG10742","FBgn0040334",TRUE,FALSE,"X",2617758,2619738,"-",1981
"Seipin","CG9904","FBgn0040336",TRUE,FALSE,"X",2619799,2622140,"+",2342
"brv3","CG13762","FBgn0040333",TRUE,FALSE,"X",2622069,2624575,"-",2507
"Pi4KIIIalpha","CG10260","FBgn0267350",TRUE,FALSE,"X",2624804,2633672,"+",8869
"sgg","CG2621","FBgn0003371",TRUE,FALSE,"X",2633952,2679553,"+",45602
"lncRNA:CR45197","CR45197","FBgn0266707",FALSE,FALSE,"X",2675188,2676657,"+",1470
"HLH3B","CG2655","FBgn0011276",FALSE,FALSE,"X",2680199,2681723,"-",1525
"CG2652","CG2652","FBgn0025838",TRUE,FALSE,"X",2681987,2682932,"-",946
"lncRNA:CR44470","CR44470","FBgn0265663",FALSE,FALSE,"X",2682829,2683845,"-",1017
"per","CG2647","FBgn0003068",TRUE,FALSE,"X",2685580,2692780,"+",7201
"dyw","CG2650","FBgn0000092",TRUE,FALSE,"X",2692732,2693886,"-",1155
"Spg7","CG2658","FBgn0024992",TRUE,FALSE,"X",2694392,2698211,"-",3820
"CG2662","CG2662","FBgn0024993",TRUE,FALSE,"X",2698701,2701033,"+",2333
"Ugalt","CG2675","FBgn0024994",TRUE,FALSE,"X",2701124,2703852,"-",2729
"eIF2Bbeta","CG2677","FBgn0024996",TRUE,FALSE,"X",2704571,2706217,"+",1647
"CG2680","CG2680","FBgn0024995",TRUE,FALSE,"X",2706151,2707427,"-",1277
"CG2681","CG2681","FBgn0024997",TRUE,FALSE,"X",2708684,2711668,"+",2985
"CG2685","CG2685","FBgn0024998",TRUE,FALSE,"X",2711756,2713960,"-",2205
"CG2694","CG2694","FBgn0024991",TRUE,FALSE,"X",2714079,2717654,"+",3576
"CG2701","CG2701","FBgn0024973",TRUE,FALSE,"X",2717638,2720327,"-",2690
"fs(1)Yb","CG2706","FBgn0000928",TRUE,FALSE,"X",2720468,2724158,"+",3691
"fs(1)Ya","CG2707","FBgn0000927",FALSE,FALSE,"X",2724286,2726577,"+",2292
"vilya","CG2709","FBgn0283545",TRUE,FALSE,"X",2726678,2727568,"+",891
"dwg","CG2711","FBgn0000520",TRUE,FALSE,"X",2727698,2730042,"+",2345
"ttm50","CG2713","FBgn0250874",TRUE,FALSE,"X",2730077,2732190,"-",2114
"CG2712","CG2712","FBgn0024975",TRUE,FALSE,"X",2732469,2734402,"+",1934
"crm","CG2714","FBgn0000376",TRUE,FALSE,"X",2734248,2738773,"-",4526
"Syx4","CG2715","FBgn0024980",TRUE,FALSE,"X",2739089,2744076,"-",4988
"kirre","CG3653","FBgn0028369",TRUE,FALSE,"X",2740384,3134532,"+",394149
"lncRNA:CR43494","CR43494","FBgn0263505",FALSE,FALSE,"X",2750919,2751416,"-",498
"CG32795","CG32795","FBgn0040384",TRUE,FALSE,"X",2782906,2790567,"-",7662
"w","CG2759","FBgn0003996",TRUE,FALSE,"X",2790599,2796466,"-",5868
"CG12498","CG12498","FBgn0040356",TRUE,FALSE,"X",2809881,2810846,"+",966
"CG14416","CG14416","FBgn0040352",TRUE,FALSE,"X",2871884,2872853,"-",970
"CG14417","CG14417","FBgn0040353",FALSE,FALSE,"X",2875428,2876533,"-",1106
"CG14418","CG14418","FBgn0040354",FALSE,FALSE,"X",2882226,2883661,"-",1436
"CG14419","CG14419","FBgn0029639",FALSE,FALSE,"X",2885186,2885914,"-",729
"CG3526","CG3526","FBgn0040355",TRUE,FALSE,"X",2890768,2894232,"+",3465
"CG3588","CG3588","FBgn0025643",FALSE,FALSE,"X",2919770,2924426,"+",4657
"CG14424","CG14424","FBgn0025644",FALSE,FALSE,"X",2925884,2927258,"-",1375
"CG32793","CG32793","FBgn0052793",FALSE,FALSE,"X",2929796,2932626,"+",2831
"CG3592","CG3592","FBgn0029642",TRUE,FALSE,"X",2935127,2935966,"+",840
"CG3598","CG3598","FBgn0025645",FALSE,FALSE,"X",2937027,2938073,"+",1047
"CG14420","CG14420","FBgn0029643",FALSE,FALSE,"X",2938856,2940527,"+",1672
"CG14421","CG14421","FBgn0029644",FALSE,FALSE,"X",2941408,2942329,"+",922
"CG14422","CG14422","FBgn0029645",FALSE,FALSE,"X",2943386,2944569,"+",1184
"CG14423","CG14423","FBgn0029646",FALSE,FALSE,"X",2945403,2946589,"+",1187
"CG17959","CG17959","FBgn0029647",FALSE,FALSE,"X",2947094,2947580,"+",487
"CG3603","CG3603","FBgn0029648",TRUE,FALSE,"X",2948034,2949120,"+",1087
"rst","CG4125","FBgn0003285",TRUE,FALSE,"X",2950399,2973834,"-",23436
"CG4116","CG4116","FBgn0029649",FALSE,FALSE,"X",3066615,3067562,"-",948
"N","CG3936","FBgn0004647",TRUE,FALSE,"X",3134870,3172221,"+",37352
"CG18508","CG18508","FBgn0028746",TRUE,FALSE,"X",3172268,3173140,"-",873
"Fcp3C","CG4015","FBgn0000644",TRUE,FALSE,"X",3173376,3174474,"-",1099
"CG3939","CG3939","FBgn0040396",TRUE,FALSE,"X",3175018,3176223,"+",1206
"dnc","CG32498","FBgn0000479",TRUE,FALSE,"X",3176440,3343767,"+",167328
"CG14265","CG14265","FBgn0040393",FALSE,FALSE,"X",3236130,3236686,"-",557
"ng2","CG14266","FBgn0010294",FALSE,FALSE,"X",3240026,3240571,"-",546
"ng3","CG10788","FBgn0010295",FALSE,FALSE,"X",3241491,3242084,"-",594
"ng1","CG10781","FBgn0002933",FALSE,FALSE,"X",3242412,3242934,"+",523
"ng4","CG10789","FBgn0010296",FALSE,FALSE,"X",3243954,3244220,"-",267
"Pig1","CG10790","FBgn0003086",FALSE,FALSE,"X",3248600,3249289,"-",690
"Sgs4","CG12181","FBgn0003374",FALSE,FALSE,"X",3250089,3251040,"+",952
"lncRNA:CR44886","CR44886","FBgn0266180",TRUE,FALSE,"X",3313333,3348400,"-",35068
"CG10793","CG10793","FBgn0029656",TRUE,FALSE,"X",3314744,3316402,"-",1659
"lncRNA:CR46243","CR46243","FBgn0267963",FALSE,FALSE,"X",3363686,3364060,"+",375
"lncRNA:CR44999","CR44999","FBgn0266350",TRUE,FALSE,"X",3373159,3522787,"+",149629
"Myc","CG10798","FBgn0262656",TRUE,FALSE,"X",3373159,3391697,"+",18539
"CG12535","CG12535","FBgn0029657",TRUE,FALSE,"X",3387944,3448943,"-",61000
"tRNA:Gln-TTG-2-1","CR32493","FBgn0052493",FALSE,FALSE,"X",3427452,3427523,"-",72
"CG14269","CG14269","FBgn0029658",TRUE,FALSE,"X",3434943,3435807,"-",865
"CG16782","CG16782","FBgn0029659",TRUE,FALSE,"X",3459016,3460240,"-",1225
"CG10801","CG10801","FBgn0029660",TRUE,FALSE,"X",3460592,3462500,"+",1909
"CG16781","CG16781","FBgn0029661",TRUE,FALSE,"X",3462474,3464044,"-",1571
"CG12206","CG12206","FBgn0029662",TRUE,FALSE,"X",3465737,3474524,"-",8788
"CG10804","CG10804","FBgn0029663",TRUE,FALSE,"X",3476463,3482322,"-",5860
"CG10802","CG10802","FBgn0029664",TRUE,FALSE,"X",3482965,3484555,"+",1591
"CG14270","CG14270","FBgn0029665",TRUE,FALSE,"X",3484605,3485378,"-",774
"CG10803","CG10803","FBgn0029666",TRUE,FALSE,"X",3485650,3490915,"+",5266
"Gas8","CG14271","FBgn0029667",TRUE,FALSE,"X",3491011,3504851,"-",13841
"DIP-alpha","CG32791","FBgn0052791",TRUE,FALSE,"X",3507245,3571649,"-",64405
"CG13021","CG13021","FBgn0029669",TRUE,FALSE,"X",3514316,3515757,"+",1442
"lncRNA:CR34335","CR34335","FBgn0267910",TRUE,FALSE,"X",3545750,3546110,"-",361
"ppk8","CG32792","FBgn0052792",TRUE,FALSE,"X",3557812,3572000,"+",14189
"CG2875","CG2875","FBgn0029672",TRUE,FALSE,"X",3571456,3573622,"-",2167
"AstA-R1","CG2872","FBgn0266429",TRUE,FALSE,"X",3574536,3666724,"+",92189
"Ilp7","CG13317","FBgn0044046",FALSE,FALSE,"X",3667621,3668845,"+",1225
"Parg","CG2864","FBgn0023216",TRUE,FALSE,"X",3668837,3671502,"-",2666
"Mnt","CG13316","FBgn0023215",TRUE,FALSE,"X",3671801,3701672,"+",29872
"lncRNA:CR45102","CR45102","FBgn0266549",TRUE,FALSE,"X",3701857,3703285,"+",1429
"Rala","CG2849","FBgn0015286",TRUE,FALSE,"X",3704610,3719635,"-",15026
"Tlk","CG34412","FBgn0283657",TRUE,FALSE,"X",3720007,3789770,"+",69764
"mir-4962","CR43517","FBgn0263532",FALSE,FALSE,"X",3777382,3777505,"+",124
"HIP-R","CG2947","FBgn0029676",TRUE,FALSE,"X",3789969,3792477,"+",2509
"lncRNA:CR44117","CR44117","FBgn0264948",FALSE,FALSE,"X",3792974,3793401,"-",428
"Crg-1","CG32788","FBgn0021738",FALSE,FALSE,"X",3793223,3797339,"+",4117
"HIP","CG32789","FBgn0260484",TRUE,FALSE,"X",3799150,3801570,"+",2421
"lncRNA:CR44118","CR44118","FBgn0264949",FALSE,FALSE,"X",3802067,3802494,"-",428
"fd3F","CG44123","FBgn0264954",FALSE,FALSE,"X",3802316,3811040,"+",8725
"ec","CG2904","FBgn0000542",TRUE,FALSE,"X",3811698,3857621,"+",45924
"tRNA:Gln-CTG-2-1","CR32785","FBgn0052785",FALSE,FALSE,"X",3819699,3819770,"+",72
"tRNA:Pro-CGG-3-1","CR32784","FBgn0025118",FALSE,FALSE,"X",3827622,3827693,"+",72
"CG2901","CG2901","FBgn0029679",TRUE,FALSE,"X",3828197,3831546,"+",3350
"lncRNA:roX1","CR32777","FBgn0019661",TRUE,FALSE,"X",3857230,3862697,"-",5468
"yin","CG44402","FBgn0265575",TRUE,FALSE,"X",3862966,3871939,"-",8974
"CG2930","CG2930","FBgn0028491",TRUE,FALSE,"X",3868973,3880379,"+",11407
"VhaAC39-1","CG2934","FBgn0285910",TRUE,FALSE,"X",3880748,3882967,"+",2220
"CG15239","CG15239","FBgn0029681",FALSE,FALSE,"X",3884168,3890486,"+",6319
"CG42541","CG42541","FBgn0260658",TRUE,FALSE,"X",3891497,3930578,"-",39082
"CG2938","CG2938","FBgn0029685",TRUE,FALSE,"X",3932000,3936469,"-",4470
"Glos","CG2941","FBgn0029686",TRUE,FALSE,"X",3936517,3940582,"+",4066
"Gem4b","CG32786","FBgn0052786",TRUE,FALSE,"X",3940847,3944265,"+",3419
"Gem4c","CG32783","FBgn0052783",TRUE,FALSE,"X",3945043,3948460,"+",3418
"Vap33","CG5014","FBgn0029687",TRUE,FALSE,"X",3948975,3955442,"+",6468
"lva","CG6450","FBgn0029688",TRUE,FALSE,"X",3955543,3965327,"-",9785
"CG6428","CG6428","FBgn0029689",TRUE,FALSE,"X",3965435,3968655,"-",3221
"CG6414","CG6414","FBgn0029690",TRUE,FALSE,"X",3968788,3971350,"-",2563
"asRNA:CR45481","CR45481","FBgn0267037",TRUE,FALSE,"X",3968933,3972054,"+",3122
"lncRNA:CR43298","CR43298","FBgn0262990",FALSE,FALSE,"X",4001210,4001607,"-",398
"lncRNA:CR45482","CR45482","FBgn0267038",TRUE,FALSE,"X",4047596,4049204,"-",1609
"lncRNA:CR46247","CR46247","FBgn0267969",FALSE,FALSE,"X",4062859,4064506,"-",1648
"lncRNA:CR46349","CR46349","FBgn0286029",FALSE,FALSE,"X",4074961,4075428,"-",468
"CG43689","CG43689","FBgn0263772",TRUE,FALSE,"X",4075743,4092237,"+",16495
"Cmtr1","CG6379","FBgn0029693",TRUE,FALSE,"X",4097592,4101031,"-",3440
"CG15375","CG15375","FBgn0029694",TRUE,FALSE,"X",4101318,4102995,"+",1678
"Xpac","CG6358","FBgn0004832",TRUE,FALSE,"X",4102955,4104197,"-",1243
"brn","CG4934","FBgn0000221",TRUE,FALSE,"X",4104342,4105791,"+",1450
"cib","CG4944","FBgn0026084",TRUE,FALSE,"X",4106113,4110981,"+",4869
"Nsun2","CG6133","FBgn0026079",TRUE,FALSE,"X",4111156,4113734,"-",2579
"dgt4","CG4865","FBgn0026085",TRUE,FALSE,"X",4113701,4114929,"+",1229
"Tip60","CG6121","FBgn0026080",TRUE,FALSE,"X",4114800,4117487,"-",2688
"tyf","CG4857","FBgn0026083",TRUE,FALSE,"X",4117020,4130016,"+",12997
"GlcAT-I","CG32775","FBgn0066114",TRUE,FALSE,"X",4131211,4132833,"+",1623
"Fas2","CG3665","FBgn0000635",TRUE,FALSE,"X",4132887,4206093,"-",73207
"CG43288","CG43288","FBgn0262980",TRUE,FALSE,"X",4213025,4213421,"+",397
"CG15571","CG15571","FBgn0029696",FALSE,FALSE,"X",4216873,4217394,"-",522
"CG15570","CG15570","FBgn0029697",FALSE,FALSE,"X",4218170,4223331,"+",5162
"Femcoat","CG15573","FBgn0041252",FALSE,FALSE,"X",4241887,4242826,"-",940
"Muc4B","CG32774","FBgn0052774",TRUE,FALSE,"X",4244095,4246139,"-",2045
"CG43134","CG43134","FBgn0262608",FALSE,FALSE,"X",4247313,4247785,"+",473
"CG43135","CG43135","FBgn0262609",FALSE,FALSE,"X",4248377,4248657,"+",281
"CG15576","CG15576","FBgn0029700",TRUE,FALSE,"X",4251870,4252790,"-",921
"CG12691","CG12691","FBgn0029701",TRUE,FALSE,"X",4266097,4266669,"+",573
"CG15572","CG15572","FBgn0029702",TRUE,FALSE,"X",4268701,4271083,"+",2383
"lncRNA:CR45483","CR45483","FBgn0267039",TRUE,FALSE,"X",4275234,4275964,"-",731
"CG15577","CG15577","FBgn0040904",TRUE,FALSE,"X",4276493,4277000,"-",508
"CG15578","CG15578","FBgn0040905",TRUE,FALSE,"X",4277547,4277961,"-",415
"CG12692","CG12692","FBgn0029703",TRUE,FALSE,"X",4300117,4302346,"-",2230
"CG15579","CG15579","FBgn0040906",TRUE,FALSE,"X",4311279,4311799,"-",521
"lncRNA:CR44957","CR44957","FBgn0266262",TRUE,FALSE,"X",4311989,4315059,"-",3071
"lncRNA:CR46156","CR46156","FBgn0267868",FALSE,FALSE,"X",4313626,4314216,"+",591
"mei-9","CG3697","FBgn0002707",TRUE,FALSE,"X",4314230,4318801,"-",4572
"NO66","CG2982","FBgn0266570",TRUE,FALSE,"X",4319438,4321745,"+",2308
"mRpL33","CG3712","FBgn0040907",TRUE,FALSE,"X",4321764,4322231,"-",468
"norpA","CG3620","FBgn0262738",TRUE,FALSE,"X",4322626,4365408,"+",42783
"CG12693","CG12693","FBgn0029705",TRUE,FALSE,"X",4327080,4329457,"-",2378
"mir-982","CR43046","FBgn0262339",FALSE,FALSE,"X",4365806,4365898,"-",93
"mir-303","CR42924","FBgn0262390",FALSE,FALSE,"X",4366179,4366248,"-",70
"CG3626","CG3626","FBgn0029706",TRUE,FALSE,"X",4366417,4371136,"+",4720
"mir-983-1","CR42942","FBgn0262235",FALSE,FALSE,"X",4368309,4368399,"-",91
"mir-983-2","CR42986","FBgn0262279",FALSE,FALSE,"X",4368483,4368581,"-",99
"mir-984","CR42989","FBgn0262282",FALSE,FALSE,"X",4368646,4368735,"-",90
"asRNA:CR43614","CR43614","FBgn0263589",TRUE,FALSE,"X",4368786,4373471,"-",4686
"lncRNA:CR46499","CR45484","FBgn0288701",TRUE,FALSE,"X",4373271,4383220,"+",9950
"FBgn0288701","CG12688",NA,TRUE,FALSE,NA,NA,NA,NA,NA
"lncRNA:CR32773","CR32773","FBgn0052773",TRUE,FALSE,"X",4387676,4611385,"-",223710
"bi","CG3578","FBgn0000179",TRUE,FALSE,"X",4412856,4485647,"+",72792
"CG3556","CG3556","FBgn0029708",TRUE,FALSE,"X",4530231,4535464,"+",5234
"rb","CG11427","FBgn0003210",TRUE,FALSE,"X",4535635,4540626,"-",4992
"CHOp24","CG3564","FBgn0029709",TRUE,FALSE,"X",4540908,4542506,"+",1599
"CG3568","CG3568","FBgn0029710",TRUE,FALSE,"X",4542630,4544497,"+",1868
"Usf","CG17592","FBgn0029711",TRUE,FALSE,"X",4544617,4548794,"-",4178
"CG15912","CG15912","FBgn0029712",TRUE,FALSE,"X",4549070,4549957,"+",888
"CG11436","CG11436","FBgn0029713",TRUE,FALSE,"X",4549883,4551878,"-",1996
"CG3527","CG3527","FBgn0029714",TRUE,FALSE,"X",4551973,4553006,"+",1034
"CG11444","CG11444","FBgn0029715",TRUE,FALSE,"X",4553117,4554398,"-",1282
"CG3546","CG3546","FBgn0029716",FALSE,FALSE,"X",4558072,4560317,"+",2246
"CG12684","CG12684","FBgn0029717",TRUE,FALSE,"X",4570991,4571929,"-",939
"peb","CG12212","FBgn0003053",TRUE,FALSE,"X",4617564,4627206,"+",9643
"Alms1b","CG12184","FBgn0025387",TRUE,FALSE,"X",4627380,4630936,"-",3557
"Alms1a","CG12179","FBgn0025388",TRUE,FALSE,"X",4631052,4636004,"-",4953
"pon","CG3346","FBgn0025739",TRUE,FALSE,"X",4636318,4639112,"+",2795
"CG3081","CG3081","FBgn0025613",FALSE,FALSE,"X",4639259,4643987,"-",4729
"CG3062","CG3062","FBgn0025612",TRUE,FALSE,"X",4641269,4644868,"-",3600
"HLH4C","CG3052","FBgn0011277",FALSE,FALSE,"X",4645127,4647414,"-",2288
"mRpL30","CG7038","FBgn0029718",TRUE,FALSE,"X",4647871,4648646,"+",776
"Torsin","CG3024","FBgn0025615",TRUE,FALSE,"X",4648592,4650032,"-",1441
"Cbp80","CG7035","FBgn0022942",TRUE,FALSE,"X",4650015,4658259,"+",8245
"CG15473","CG15473","FBgn0029719",FALSE,FALSE,"X",4651955,4654497,"-",2543
"CG3009","CG3009","FBgn0029720",TRUE,FALSE,"X",4658158,4666700,"-",8543
"fzr","CG3000","FBgn0262699",TRUE,FALSE,"X",4667290,4679537,"-",12248
"Pp2C1","CG2984","FBgn0022768",TRUE,FALSE,"X",4679988,4686903,"-",6916
"ctp","CG6998","FBgn0011760",TRUE,FALSE,"X",4687800,4702034,"+",14235
"Pdha","CG7010","FBgn0028325",TRUE,FALSE,"X",4702284,4705265,"+",2982
"CG7024","CG7024","FBgn0029722",TRUE,FALSE,"X",4705309,4707504,"+",2196
"Proc-R","CG6986","FBgn0029723",TRUE,FALSE,"X",4707916,4729487,"+",21572
"CG15472","CG15472","FBgn0029724",TRUE,FALSE,"X",4768727,4770137,"-",1411
"Klf15","CG2932","FBgn0025679",FALSE,FALSE,"X",4770557,4771588,"-",1032
"lncRNA:CR45515","CR45515","FBgn0267071",FALSE,FALSE,"X",4775033,4775232,"-",200
"CG2871","CG2871","FBgn0029725",TRUE,FALSE,"X",4775984,4777375,"-",1392
"CG15471","CG15471","FBgn0029726",TRUE,FALSE,"X",4782201,4782789,"-",589
"CG6978","CG6978","FBgn0029727",TRUE,FALSE,"X",4784075,4786059,"+",1985
"CG2861","CG2861","FBgn0029728",TRUE,FALSE,"X",4797231,4804862,"-",7632
"lncRNA:CR45516","CR45516","FBgn0267072",FALSE,FALSE,"X",4805459,4805683,"-",225
"CG12682","CG12682","FBgn0029729",TRUE,FALSE,"X",4825974,4826833,"+",860
"CG42594","CG42594","FBgn0260971",TRUE,FALSE,"X",4840833,4906575,"+",65743
"lncRNA:CR43495","CR43495","FBgn0263506",TRUE,FALSE,"X",4874000,4874382,"-",383
"boil","CG12681","FBgn0029730",TRUE,FALSE,"X",4875670,4877263,"+",1594
"CG6927","CG6927","FBgn0029733",TRUE,FALSE,"X",4906900,4908821,"+",1922
"CG32772","CG32772","FBgn0052772",TRUE,FALSE,"X",4909102,4915161,"+",6060
"CG4041","CG4041","FBgn0029736",TRUE,FALSE,"X",4915280,4918447,"-",3168
"CG6903","CG6903","FBgn0029737",TRUE,FALSE,"X",4918730,4921648,"+",2919
"hpRNA:CR46342","CR46342","FBgn0285992",TRUE,FALSE,"X",4921677,4928133,"-",6457
"CG44774","CG44774","FBgn0266000",TRUE,FALSE,"X",4926664,4938105,"-",11442
"Ptp4E","CG6899","FBgn0004368",TRUE,FALSE,"X",4939128,4955916,"+",16789
"lncRNA:CR44833","CR44833","FBgn0266096",TRUE,FALSE,"X",4956646,5063868,"-",107223
"CG15468","CG15468","FBgn0061196",TRUE,FALSE,"X",4959929,4961128,"-",1200
"lncRNA:CR45792","CR45792","FBgn0267442",TRUE,FALSE,"X",4985671,4986397,"+",727
"CG12680","CG12680","FBgn0029740",TRUE,FALSE,"X",4997441,4998388,"+",948
"ovo","CG6824","FBgn0003028",TRUE,FALSE,"X",5048273,5070929,"+",22657
"CG32767","CG32767","FBgn0052767",TRUE,FALSE,"X",5071027,5084768,"-",13742
"rg","CG44835","FBgn0266098",TRUE,FALSE,"X",5085759,5254864,"+",169106
"CG15465","CG15465","FBgn0029746",FALSE,FALSE,"X",5085759,5254864,"+",169106
"Rpn13R","CG6789","FBgn0029745",TRUE,FALSE,"X",5131898,5132985,"+",1088
"CG5062","CG5062","FBgn0029747",TRUE,FALSE,"X",5180182,5182369,"-",2188
"lncRNA:CR44834","CR44834","FBgn0266097",TRUE,FALSE,"X",5188171,5188797,"-",627
"CG42749","CG42749","FBgn0261803",TRUE,FALSE,"X",5296066,5306288,"+",10223
"CG3323","CG3323","FBgn0029750",TRUE,FALSE,"X",5302988,5305691,"-",2704
"CG17764","CG17764","FBgn0029751",TRUE,FALSE,"X",5306261,5307417,"-",1157
"Cdk7","CG3319","FBgn0263237",TRUE,FALSE,"X",5307465,5308983,"-",1519
"snf","CG4528","FBgn0003449",TRUE,FALSE,"X",5309242,5310501,"+",1260
"TrxT","CG3315","FBgn0029752",TRUE,FALSE,"X",5310581,5311888,"-",1308
"dhd","CG4193","FBgn0011761",TRUE,FALSE,"X",5312171,5313125,"+",955
"CG4198","CG4198","FBgn0029753",TRUE,FALSE,"X",5313258,5315190,"+",1933
"CG15930","CG15930","FBgn0029754",TRUE,FALSE,"X",5315130,5317295,"-",2166
"Sas10","CG4202","FBgn0029755",TRUE,FALSE,"X",5317409,5319071,"+",1663
"Rnp4F","CG3312","FBgn0014024",TRUE,FALSE,"X",5318928,5322696,"-",3769
"Mcm3","CG4206","FBgn0284442",TRUE,FALSE,"X",5323855,5326738,"+",2884
"CG3309","CG3309","FBgn0029756",TRUE,FALSE,"X",5326675,5329347,"-",2673
"XRCC1","CG4208","FBgn0026751",TRUE,FALSE,"X",5329876,5332435,"+",2560
"CanB","CG4209","FBgn0010014",FALSE,FALSE,"X",5332499,5334449,"+",1951
"SK","CG10706","FBgn0029761",TRUE,FALSE,"X",5340236,5405138,"+",64903
"NAAT1","CG3252","FBgn0029762",TRUE,FALSE,"X",5405238,5410849,"-",5612
"spoon","CG3249","FBgn0263987",TRUE,FALSE,"X",5412386,5420867,"-",8482
"Usp16-45","CG4165","FBgn0029763",TRUE,FALSE,"X",5421533,5427219,"+",5687
"CG16756","CG16756","FBgn0029765",TRUE,FALSE,"X",5427517,5428217,"+",701
"lncRNA:CR45517","CR45517","FBgn0267073",TRUE,FALSE,"X",5428483,5429256,"+",774
"CG15784","CG15784","FBgn0029766",TRUE,FALSE,"X",5429571,5432526,"+",2956
"lncRNA:CR44471","CR44471","FBgn0265664",FALSE,FALSE,"X",5433439,5435797,"+",2359
"SPR","CG16752","FBgn0029768",FALSE,FALSE,"X",5446656,5494012,"+",47357
"frma","CG3239","FBgn0029769",TRUE,FALSE,"X",5493014,5496052,"-",3039
"CG32762","CG32762","FBgn0052762",FALSE,FALSE,"X",5500208,5501229,"-",1022
"CG4151","CG4151","FBgn0029770",FALSE,FALSE,"X",5501476,5502782,"+",1307
"lncRNA:CR45519","CR45519","FBgn0267075",FALSE,FALSE,"X",5506509,5509148,"+",2640
"CG12730","CG12730","FBgn0029771",TRUE,FALSE,"X",5516608,5518771,"+",2164
"asRNA:CR45518","CR45518","FBgn0267074",FALSE,FALSE,"X",5516993,5517500,"-",508
"snoRNA:Psi28S-3342","CR33787","FBgn0086667",TRUE,FALSE,"X",5524302,5524465,"-",164
"Vsx2","CG33980","FBgn0263512",FALSE,FALSE,"X",5528927,5560183,"-",31257
"Vsx1","CG4136","FBgn0263511",FALSE,FALSE,"X",5594255,5612865,"+",18611
"CG34435","CG34435","FBgn0085464",TRUE,FALSE,"X",5613325,5614467,"-",1143
"CG34434","CG34434","FBgn0250904",TRUE,FALSE,"X",5614554,5616370,"-",1817
"RhoGAP5A","CG3208","FBgn0029778",TRUE,FALSE,"X",5616572,5618806,"-",2235
"Mlc-c","CG3201","FBgn0004687",TRUE,FALSE,"X",5619136,5622539,"-",3404
"mir-3645","CR43525","FBgn0263631",FALSE,FALSE,"X",5622280,5622416,"-",137
"Pop1","CG32763","FBgn0026702",TRUE,FALSE,"X",5622648,5625493,"+",2846
"OtopLa","CG42492","FBgn0259994",TRUE,FALSE,"X",5625676,5648487,"-",22812
"OtopLc","CG42265","FBgn0259150",TRUE,FALSE,"X",5650567,5662861,"-",12295
"asRNA:CR45520","CR45520","FBgn0267076",FALSE,FALSE,"X",5663114,5665605,"+",2492
"Sirt4","CG3187","FBgn0029783",TRUE,FALSE,"X",5664628,5665940,"-",1313
"CG4119","CG4119","FBgn0028474",TRUE,FALSE,"X",5666052,5670652,"+",4601
"Rab18","CG3129","FBgn0015794",TRUE,FALSE,"X",5670827,5671812,"-",986
"RpL35","CG4111","FBgn0029785",TRUE,FALSE,"X",5672401,5673547,"+",1147
"Tre1","CG3171","FBgn0046687",TRUE,FALSE,"X",5673830,5679977,"-",6148
"Gr5a","CG15779","FBgn0003747",FALSE,FALSE,"X",5680617,5682488,"+",1872
"asRNA:CR44958","CR44958","FBgn0266263",FALSE,FALSE,"X",5680627,5682127,"-",1501
"CG42449","CG42449","FBgn0259926",FALSE,FALSE,"X",5683240,5684456,"+",1217
"PGAP1","CG3160","FBgn0029789",TRUE,FALSE,"X",5685253,5689473,"-",4221
"asRNA:CR45525","CR45525","FBgn0267081",FALSE,FALSE,"X",5689852,5691172,"-",1321
"cv","CG12410","FBgn0000394",TRUE,FALSE,"X",5690002,5693084,"+",3083
"CG3149","CG3149","FBgn0027564",TRUE,FALSE,"X",5692945,5695205,"-",2261
"lncRNA:CR42794","CR42794","FBgn0261927",FALSE,FALSE,"X",5697123,5697660,"+",538
